Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[28]     0.0    0.00    0.00      16         donor::donor(donor const&) [28]
                0.00    0.00      16/25          blood_donation::blood_donation(blood_donation const&) [22]
-----------------------------------------------
                0.00    0.00       1/15          receiver::get_receiver_data() [112]
                0.00    0.00       1/15          list_to_transaction_file() [203]
                0.00    0.00       1/15          submenu() [205]
                0.00    0.00       1/15          receiver::carry_out_donation() [212]
                0.00    0.00       1/15          std::_Head_base<1ul, receiver, false>::~_Head_base() [241]
                0.00    0.00       2/15          receiver::daily_donation_report() [214]
                0.00    0.00       2/15          receiver::view_receiver_queue() [213]
                0.00    0.00       2/15          receiver_registration() [104]
                0.00    0.00       2/15          void __gnu_cxx::new_allocator<receiver>::destroy<receiver>(receiver*) [115]
                0.00    0.00       2/15          void __gnu_cxx::new_allocator<std::_List_node<receiver> >::destroy<receiver>(receiver*) [125]
[29]     0.0    0.00    0.00      15         receiver::~receiver() [29]
                0.00    0.00      16/37          blood_donation::~blood_donation() [18]
-----------------------------------------------
                0.00    0.00       1/14          list_to_donor_file() [200]
                0.00    0.00       1/14          donor::five_highest_donor_report() [211]
                0.00    0.00       1/14          donor::view_donor_data() [208]
                0.00    0.00       2/14          donor::view_all_donor_data() [210]
                0.00    0.00       4/14          receiver::get_receiver_data() [112]
                0.00    0.00       5/14          aadhar_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [71]
[30]     0.0    0.00    0.00      14         std::_List_iterator<donor>::operator*() const [30]
                0.00    0.00      14/40          std::_List_node<donor>::_M_valptr() [17]
-----------------------------------------------
                0.00    0.00       1/14          list_to_donor_file() [200]
                0.00    0.00       1/14          donor::five_highest_donor_report() [211]
                0.00    0.00       1/14          donor::edit_donor_data() [207]
                0.00    0.00       1/14          donor::remove_donor_data() [209]
                0.00    0.00       1/14          donor::view_donor_data() [208]
                0.00    0.00       1/14          donor::view_all_donor_data() [210]
                0.00    0.00       4/14          receiver::get_receiver_data() [112]
                0.00    0.00       4/14          aadhar_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [71]
[31]     0.0    0.00    0.00      14         std::__cxx11::list<donor, std::allocator<donor> >::begin() [31]
                0.00    0.00      14/36          std::_List_iterator<donor>::_List_iterator(std::__detail::_List_node_base*) [19]
-----------------------------------------------
                0.00    0.00       1/13          list_to_donor_file() [200]
                0.00    0.00       1/13          donor::five_highest_donor_report() [211]
                0.00    0.00       2/13          donor::view_all_donor_data() [210]
                0.00    0.00       4/13          receiver::get_receiver_data() [112]
                0.00    0.00       5/13          aadhar_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [71]
[32]     0.0    0.00    0.00      13         std::_List_iterator<donor>::operator++() [32]
-----------------------------------------------
                0.00    0.00       1/13          void std::deque<receiver, std::allocator<receiver> >::_M_push_back_aux<receiver const&>(receiver const&) [266]
                0.00    0.00       2/13          void std::__cxx11::list<receiver, std::allocator<receiver> >::_M_insert<receiver const&>(std::_List_iterator<receiver>, receiver const&) [184]
                0.00    0.00       2/13          void std::allocator_traits<std::allocator<receiver> >::construct<receiver, receiver const&>(std::allocator<receiver>&, receiver*, receiver const&) [151]
                0.00    0.00       2/13          std::_List_node<receiver>* std::__cxx11::list<receiver, std::allocator<receiver> >::_M_create_node<receiver const&>(receiver const&) [181]
                0.00    0.00       2/13          void __gnu_cxx::new_allocator<receiver>::construct<receiver, receiver const&>(receiver*, receiver const&) [117]
                0.00    0.00       2/13          void std::allocator_traits<std::allocator<std::_List_node<receiver> > >::construct<receiver, receiver const&>(std::allocator<std::_List_node<receiver> >&, receiver*, receiver const&) [159]
                0.00    0.00       2/13          void __gnu_cxx::new_allocator<std::_List_node<receiver> >::construct<receiver, receiver const&>(receiver*, receiver const&) [127]
[33]     0.0    0.00    0.00      13         receiver const& std::forward<receiver const&>(std::remove_reference<receiver const&>::type&) [33]
-----------------------------------------------
                0.00    0.00       2/12          std::_Deque_base<receiver, std::allocator<receiver> >::_M_initialize_map(unsigned long) [249]
                0.00    0.00       2/12          std::_Deque_base<receiver, std::allocator<receiver> >::_M_deallocate_node(receiver*) [137]
                0.00    0.00       2/12          std::_Deque_base<receiver, std::allocator<receiver> >::_M_allocate_node() [136]
                0.00    0.00       6/12          std::_Deque_iterator<receiver, receiver&, receiver*>::_S_buffer_size() [53]
[34]     0.0    0.00    0.00      12         std::__deque_buf_size(unsigned long) [34]
-----------------------------------------------
                0.00    0.00       5/12          std::operator!=(std::_Deque_iterator<receiver, receiver&, receiver*> const&, std::_Deque_iterator<receiver, receiver&, receiver*> const&) [69]
                0.00    0.00       7/12          std::deque<receiver, std::allocator<receiver> >::empty() const [43]
[35]     0.0    0.00    0.00      12         std::operator==(std::_Deque_iterator<receiver, receiver&, receiver*> const&, std::_Deque_iterator<receiver, receiver&, receiver*> const&) [35]
-----------------------------------------------
                0.00    0.00       5/11          donor::donor() [63]
                0.00    0.00       6/11          receiver::receiver() [46]
[36]     0.0    0.00    0.00      11         blood_donation::blood_donation() [36]
-----------------------------------------------
                0.00    0.00       2/10          std::deque<receiver, std::allocator<receiver> >::_M_destroy_data(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>, std::allocator<receiver> const&) [264]
                0.00    0.00       3/10          std::deque<receiver, std::allocator<receiver> >::end() [94]
                0.00    0.00       5/10          std::deque<receiver, std::allocator<receiver> >::begin() [67]
[37]     0.0    0.00    0.00      10         std::_Deque_iterator<receiver, receiver&, receiver*>::_Deque_iterator(std::_Deque_iterator<receiver, receiver&, receiver*> const&) [37]
-----------------------------------------------
                0.00    0.00       4/9           receiver::get_receiver_data() [112]
                0.00    0.00       5/9           aadhar_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [71]
[38]     0.0    0.00    0.00       9         donor::get_aadhar_num[abi:cxx11]() [38]
-----------------------------------------------
                0.00    0.00       9/9           receiver::get_receiver_data() [112]
[39]     0.0    0.00    0.00       9         donor::get_blood_group[abi:cxx11]() [39]
-----------------------------------------------
                0.00    0.00       1/9           receiver::get_receiver_data() [112]
                0.00    0.00       2/9           receiver::daily_donation_report() [214]
                0.00    0.00       2/9           receiver::view_receiver_queue() [213]
                0.00    0.00       2/9           void __gnu_cxx::new_allocator<receiver>::construct<receiver, receiver const&>(receiver*, receiver const&) [117]
                0.00    0.00       2/9           void __gnu_cxx::new_allocator<std::_List_node<receiver> >::construct<receiver, receiver const&>(receiver*, receiver const&) [127]
[40]     0.0    0.00    0.00       9         receiver::receiver(receiver const&) [40]
                0.00    0.00       9/25          blood_donation::blood_donation(blood_donation const&) [22]
-----------------------------------------------
                0.00    0.00       1/8           std::thread::thread<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [278]
                0.00    0.00       1/8           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >, int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [274]
                0.00    0.00       1/8           std::tuple<int (receiver::*)(), receiver>::tuple<int (receiver::*)(), receiver, true>(int (receiver::*&&)(), receiver&&) [270]
                0.00    0.00       1/8           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::_State_impl<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [272]
                0.00    0.00       1/8           std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_Tuple_impl<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [253]
                0.00    0.00       1/8           std::_Tuple_impl<1ul, receiver>::_Tuple_impl<receiver>(receiver&&) [256]
                0.00    0.00       1/8           std::_Head_base<1ul, receiver, false>::_Head_base<receiver>(receiver&&) [240]
                0.00    0.00       1/8           std::__invoke_result<int (receiver::*)(), receiver>::type std::__invoke<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [309]
[41]     0.0    0.00    0.00       8         receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
-----------------------------------------------
                0.00    0.00       2/8           void std::__cxx11::list<donor, std::allocator<donor> >::_M_insert<donor const&>(std::_List_iterator<donor>, donor const&) [179]
                0.00    0.00       2/8           std::_List_node<donor>* std::__cxx11::list<donor, std::allocator<donor> >::_M_create_node<donor const&>(donor const&) [178]
                0.00    0.00       2/8           void std::allocator_traits<std::allocator<std::_List_node<donor> > >::construct<donor, donor const&>(std::allocator<std::_List_node<donor> >&, donor*, donor const&) [155]
                0.00    0.00       2/8           void __gnu_cxx::new_allocator<std::_List_node<donor> >::construct<donor, donor const&>(donor*, donor const&) [123]
[42]     0.0    0.00    0.00       8         donor const& std::forward<donor const&>(std::remove_reference<donor const&>::type&) [42]
-----------------------------------------------
                0.00    0.00       1/7           receiver::view_receiver_queue() [213]
                0.00    0.00       2/7           receiver::get_receiver_data() [112]
                0.00    0.00       4/7           receiver::carry_out_donation() [212]
[43]     0.0    0.00    0.00       7         std::deque<receiver, std::allocator<receiver> >::empty() const [43]
                0.00    0.00       7/12          std::operator==(std::_Deque_iterator<receiver, receiver&, receiver*> const&, std::_Deque_iterator<receiver, receiver&, receiver*> const&) [35]
-----------------------------------------------
                0.00    0.00       1/7           std::thread::thread<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [278]
                0.00    0.00       1/7           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >, int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [274]
                0.00    0.00       1/7           std::tuple<int (receiver::*)(), receiver>::tuple<int (receiver::*)(), receiver, true>(int (receiver::*&&)(), receiver&&) [270]
                0.00    0.00       1/7           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::_State_impl<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [272]
                0.00    0.00       1/7           std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_Tuple_impl<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [253]
                0.00    0.00       1/7           std::_Head_base<0ul, int (receiver::*)(), false>::_Head_base<int (receiver::*)()>(int (receiver::*&&)()) [238]
                0.00    0.00       1/7           std::__invoke_result<int (receiver::*)(), receiver>::type std::__invoke<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [309]
[44]     0.0    0.00    0.00       7         int (receiver::*&&std::forward<int (receiver::*)()>(std::remove_reference<int (receiver::*)()>::type&))() [44]
-----------------------------------------------
                0.00    0.00       3/6           __gthread_mutex_lock(pthread_mutex_t*) [80]
                0.00    0.00       3/6           __gthread_mutex_unlock(pthread_mutex_t*) [81]
[45]     0.0    0.00    0.00       6         __gthread_active_p() [45]
-----------------------------------------------
                0.00    0.00       1/6           list_to_transaction_file() [203]
                0.00    0.00       1/6           submenu() [205]
                0.00    0.00       1/6           receiver::carry_out_donation() [212]
                0.00    0.00       1/6           __static_initialization_and_destruction_0(int, int) [204]
                0.00    0.00       2/6           receiver_registration() [104]
[46]     0.0    0.00    0.00       6         receiver::receiver() [46]
                0.00    0.00       6/11          blood_donation::blood_donation() [36]
-----------------------------------------------
                0.00    0.00       6/6           std::_List_node<receiver>::_M_valptr() [50]
[47]     0.0    0.00    0.00       6         __gnu_cxx::__aligned_membuf<receiver>::_M_ptr() [47]
                0.00    0.00       6/6           __gnu_cxx::__aligned_membuf<receiver>::_M_addr() [48]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__aligned_membuf<receiver>::_M_ptr() [47]
[48]     0.0    0.00    0.00       6         __gnu_cxx::__aligned_membuf<receiver>::_M_addr() [48]
-----------------------------------------------
                0.00    0.00       6/6           std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [51]
[49]     0.0    0.00    0.00       6         std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [49]
-----------------------------------------------
                0.00    0.00       2/6           std::_List_iterator<receiver>::operator*() const [131]
                0.00    0.00       2/6           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_clear() [100]
                0.00    0.00       2/6           std::_List_node<receiver>* std::__cxx11::list<receiver, std::allocator<receiver> >::_M_create_node<receiver const&>(receiver const&) [181]
[50]     0.0    0.00    0.00       6         std::_List_node<receiver>::_M_valptr() [50]
                0.00    0.00       6/6           __gnu_cxx::__aligned_membuf<receiver>::_M_ptr() [47]
-----------------------------------------------
                0.00    0.00       6/6           std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [56]
[51]     0.0    0.00    0.00       6         std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [51]
                0.00    0.00       6/6           std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [49]
-----------------------------------------------
                0.00    0.00       2/6           std::__cxx11::list<receiver, std::allocator<receiver> >::begin() [182]
                0.00    0.00       4/6           std::__cxx11::list<receiver, std::allocator<receiver> >::end() [77]
[52]     0.0    0.00    0.00       6         std::_List_iterator<receiver>::_List_iterator(std::__detail::_List_node_base*) [52]
-----------------------------------------------
                0.00    0.00       1/6           std::operator-(std::_Deque_iterator<receiver, receiver&, receiver*> const&, std::_Deque_iterator<receiver, receiver&, receiver*> const&) [310]
                0.00    0.00       5/6           std::_Deque_iterator<receiver, receiver&, receiver*>::_M_set_node(receiver**) [66]
[53]     0.0    0.00    0.00       6         std::_Deque_iterator<receiver, receiver&, receiver*>::_S_buffer_size() [53]
                0.00    0.00       6/12          std::__deque_buf_size(unsigned long) [34]
-----------------------------------------------
                0.00    0.00       3/6           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [88]
                0.00    0.00       3/6           std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [93]
[54]     0.0    0.00    0.00       6         std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [54]
                0.00    0.00       6/6           std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [57]
-----------------------------------------------
                0.00    0.00       1/6           std::thread::thread<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [278]
                0.00    0.00       2/6           std::thread::thread<void (&)(), , void>(void (&)()) [169]
                0.00    0.00       3/6           std::thread::joinable() const [84]
[55]     0.0    0.00    0.00       6         std::thread::id::id() [55]
-----------------------------------------------
                0.00    0.00       6/6           std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [57]
[56]     0.0    0.00    0.00       6         std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [56]
                0.00    0.00       6/6           std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [51]
-----------------------------------------------
                0.00    0.00       6/6           std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [54]
[57]     0.0    0.00    0.00       6         std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [57]
                0.00    0.00       6/6           std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [56]
-----------------------------------------------
                0.00    0.00       2/6           std::thread::thread<void (&)(), , void>(void (&)()) [169]
                0.00    0.00       2/6           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<void (*)()> >, void (&)()>(void (&)()) [166]
                0.00    0.00       2/6           std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)()> > >::_State_impl<void (&)()>(void (&)()) [164]
[58]     0.0    0.00    0.00       6         void (&std::forward<void (&)()>(std::remove_reference<void (&)()>::type&))() [58]
-----------------------------------------------
                0.00    0.00       2/6           void __gnu_cxx::new_allocator<receiver>::construct<receiver, receiver const&>(receiver*, receiver const&) [117]
                0.00    0.00       2/6           void __gnu_cxx::new_allocator<std::_List_node<donor> >::construct<donor, donor const&>(donor*, donor const&) [123]
                0.00    0.00       2/6           void __gnu_cxx::new_allocator<std::_List_node<receiver> >::construct<receiver, receiver const&>(receiver*, receiver const&) [127]
[59]     0.0    0.00    0.00       6         operator new(unsigned long, void*) [59]
-----------------------------------------------
                0.00    0.00       1/5           donor::edit_donor_data() [207]
                0.00    0.00       2/5           receiver::get_receiver_data() [112]
                0.00    0.00       2/5           donor::get_donor_data() [108]
[60]     0.0    0.00    0.00       5         age_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [60]
                0.00    0.00      10/83          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [10]
-----------------------------------------------
                0.00    0.00       1/5           donor::edit_donor_data() [207]
                0.00    0.00       2/5           receiver::get_receiver_data() [112]
                0.00    0.00       2/5           donor::get_donor_data() [108]
[61]     0.0    0.00    0.00       5         name_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [61]
-----------------------------------------------
                0.00    0.00       1/5           donor::edit_donor_data() [207]
                0.00    0.00       2/5           receiver::get_receiver_data() [112]
                0.00    0.00       2/5           donor::get_donor_data() [108]
[62]     0.0    0.00    0.00       5         address_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [62]
-----------------------------------------------
                0.00    0.00       1/5           donor_file_to_list() [199]
                0.00    0.00       1/5           list_to_donor_file() [200]
                0.00    0.00       1/5           __static_initialization_and_destruction_0(int, int) [204]
                0.00    0.00       2/5           donor_registration() [103]
[63]     0.0    0.00    0.00       5         donor::donor() [63]
                0.00    0.00       5/11          blood_donation::blood_donation() [36]
-----------------------------------------------
                0.00    0.00       1/5           receiver::get_receiver_data() [112]
                0.00    0.00       2/5           receiver::view_receiver_queue() [213]
                0.00    0.00       2/5           std::deque<receiver, std::allocator<receiver> >::front() [160]
[64]     0.0    0.00    0.00       5         std::_Deque_iterator<receiver, receiver&, receiver*>::operator*() const [64]
-----------------------------------------------
                0.00    0.00       1/5           donor::five_highest_donor_report() [211]
                0.00    0.00       1/5           donor::edit_donor_data() [207]
                0.00    0.00       1/5           donor::remove_donor_data() [209]
                0.00    0.00       1/5           donor::view_donor_data() [208]
                0.00    0.00       1/5           donor::view_all_donor_data() [210]
[65]     0.0    0.00    0.00       5         std::__cxx11::list<donor, std::allocator<donor> >::empty() const [65]
-----------------------------------------------
                0.00    0.00       1/5           std::_Deque_iterator<receiver, receiver&, receiver*>::operator++() [91]
                0.00    0.00       1/5           std::deque<receiver, std::allocator<receiver> >::_M_pop_front_aux() [265]
                0.00    0.00       1/5           void std::deque<receiver, std::allocator<receiver> >::_M_push_back_aux<receiver const&>(receiver const&) [266]
                0.00    0.00       2/5           std::_Deque_base<receiver, std::allocator<receiver> >::_M_initialize_map(unsigned long) [249]
[66]     0.0    0.00    0.00       5         std::_Deque_iterator<receiver, receiver&, receiver*>::_M_set_node(receiver**) [66]
                0.00    0.00       5/6           std::_Deque_iterator<receiver, receiver&, receiver*>::_S_buffer_size() [53]
-----------------------------------------------
                0.00    0.00       1/5           receiver::get_receiver_data() [112]
                0.00    0.00       1/5           receiver::view_receiver_queue() [213]
                0.00    0.00       1/5           std::deque<receiver, std::allocator<receiver> >::~deque() [328]
                0.00    0.00       2/5           std::deque<receiver, std::allocator<receiver> >::front() [160]
[67]     0.0    0.00    0.00       5         std::deque<receiver, std::allocator<receiver> >::begin() [67]
                0.00    0.00       5/10          std::_Deque_iterator<receiver, receiver&, receiver*>::_Deque_iterator(std::_Deque_iterator<receiver, receiver&, receiver*> const&) [37]
-----------------------------------------------
                0.00    0.00       1/5           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_init() [282]
                0.00    0.00       2/5           std::__detail::_List_node_header::_List_node_header() [186]
                0.00    0.00       2/5           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_init() [177]
[68]     0.0    0.00    0.00       5         std::__detail::_List_node_header::_M_init() [68]
-----------------------------------------------
                0.00    0.00       2/5           receiver::get_receiver_data() [112]
                0.00    0.00       3/5           receiver::view_receiver_queue() [213]
[69]     0.0    0.00    0.00       5         std::operator!=(std::_Deque_iterator<receiver, receiver&, receiver*> const&, std::_Deque_iterator<receiver, receiver&, receiver*> const&) [69]
                0.00    0.00       5/12          std::operator==(std::_Deque_iterator<receiver, receiver&, receiver*> const&, std::_Deque_iterator<receiver, receiver&, receiver*> const&) [35]
-----------------------------------------------
                0.00    0.00       1/5           list_to_transaction_file() [203]
                0.00    0.00       1/5           donor_file_to_list() [199]
                0.00    0.00       1/5           list_to_donor_file() [200]
                0.00    0.00       2/5           main [6]
[70]     0.0    0.00    0.00       5         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [70]
-----------------------------------------------
                0.00    0.00       2/4           receiver::get_receiver_data() [112]
                0.00    0.00       2/4           donor::get_donor_data() [108]
[71]     0.0    0.00    0.00       4         aadhar_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [71]
                0.00    0.00       9/31          std::operator!=(std::_List_iterator<donor> const&, std::_List_iterator<donor> const&) [20]
                0.00    0.00       5/14          std::_List_iterator<donor>::operator*() const [30]
                0.00    0.00       5/16          donor::donor(donor const&) [28]
                0.00    0.00       5/9           donor::get_aadhar_num[abi:cxx11]() [38]
                0.00    0.00       5/23          __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [23]
                0.00    0.00       5/20          donor::~donor() [26]
                0.00    0.00       5/13          std::_List_iterator<donor>::operator++() [32]
                0.00    0.00       4/14          std::__cxx11::list<donor, std::allocator<donor> >::begin() [31]
                0.00    0.00       4/20          std::__cxx11::list<donor, std::allocator<donor> >::end() [27]
-----------------------------------------------
                0.00    0.00       2/4           receiver::get_receiver_data() [112]
                0.00    0.00       2/4           donor::get_donor_data() [108]
[72]     0.0    0.00    0.00       4         blood_group_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [72]
                0.00    0.00       8/83          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [10]
-----------------------------------------------
                0.00    0.00       1/4           std::deque<receiver, std::allocator<receiver> >::pop_front() [161]
                0.00    0.00       1/4           std::deque<receiver, std::allocator<receiver> >::_M_pop_front_aux() [265]
                0.00    0.00       1/4           std::deque<receiver, std::allocator<receiver> >::~deque() [328]
                0.00    0.00       1/4           std::deque<receiver, std::allocator<receiver> >::_M_destroy_data_aux(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>) [267]
[73]     0.0    0.00    0.00       4         std::_Deque_base<receiver, std::allocator<receiver> >::_M_get_Tp_allocator() [73]
-----------------------------------------------
                0.00    0.00       1/4           receiver::get_receiver_data() [112]
                0.00    0.00       1/4           donor::remove_donor_data() [209]
                0.00    0.00       2/4           donor::edit_donor_data() [207]
[74]     0.0    0.00    0.00       4         std::_List_iterator<donor>::operator++(int) [74]
-----------------------------------------------
                0.00    0.00       1/4           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_clear() [173]
                0.00    0.00       1/4           std::__cxx11::list<donor, std::allocator<donor> >::_M_erase(std::_List_iterator<donor>) [292]
                0.00    0.00       2/4           std::_List_node<donor>* std::__cxx11::list<donor, std::allocator<donor> >::_M_create_node<donor const&>(donor const&) [178]
[75]     0.0    0.00    0.00       4         std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_get_Node_allocator() [75]
-----------------------------------------------
                0.00    0.00       2/4           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_clear() [100]
                0.00    0.00       2/4           std::_List_node<receiver>* std::__cxx11::list<receiver, std::allocator<receiver> >::_M_create_node<receiver const&>(receiver const&) [181]
[76]     0.0    0.00    0.00       4         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_get_Node_allocator() [76]
-----------------------------------------------
                0.00    0.00       1/4           list_to_transaction_file() [203]
                0.00    0.00       1/4           receiver::daily_donation_report() [214]
                0.00    0.00       2/4           std::__cxx11::list<receiver, std::allocator<receiver> >::push_back(receiver const&) [185]
[77]     0.0    0.00    0.00       4         std::__cxx11::list<receiver, std::allocator<receiver> >::end() [77]
                0.00    0.00       4/6           std::_List_iterator<receiver>::_List_iterator(std::__detail::_List_node_base*) [52]
-----------------------------------------------
                0.00    0.00       2/4           std::__invoke_result<void (*)()>::type std::__invoke<void (*)()>(void (*&&)()) [196]
                0.00    0.00       2/4           void std::__invoke_impl<void, void (*)()>(std::__invoke_other, void (*&&)()) [190]
[78]     0.0    0.00    0.00       4         void (*&&std::forward<void (*)()>(std::remove_reference<void (*)()>::type&))() [78]
-----------------------------------------------
                0.00    0.00       1/4           list_to_transaction_file() [203]
                0.00    0.00       3/4           receiver::daily_donation_report() [214]
[79]     0.0    0.00    0.00       4         std::operator!=(std::_List_iterator<receiver> const&, std::_List_iterator<receiver> const&) [79]
-----------------------------------------------
                0.00    0.00       3/3           std::mutex::lock() [95]
[80]     0.0    0.00    0.00       3         __gthread_mutex_lock(pthread_mutex_t*) [80]
                0.00    0.00       3/6           __gthread_active_p() [45]
-----------------------------------------------
                0.00    0.00       3/3           std::mutex::unlock() [96]
[81]     0.0    0.00    0.00       3         __gthread_mutex_unlock(pthread_mutex_t*) [81]
                0.00    0.00       3/6           __gthread_active_p() [45]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::new_allocator<receiver>::max_size() const [225]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<receiver>::allocate(unsigned long, void const*) [116]
[82]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<receiver>::_M_max_size() const [82]
-----------------------------------------------
                0.00    0.00       1/3           std::deque<receiver, std::allocator<receiver> >::max_size() const [229]
                0.00    0.00       2/3           std::_Deque_base<receiver, std::allocator<receiver> >::_M_get_map_allocator() const [130]
[83]     0.0    0.00    0.00       3         std::_Deque_base<receiver, std::allocator<receiver> >::_M_get_Tp_allocator() const [83]
-----------------------------------------------
                0.00    0.00       3/3           std::thread::~thread() [99]
[84]     0.0    0.00    0.00       3         std::thread::joinable() const [84]
                0.00    0.00       3/6           std::thread::id::id() [55]
                0.00    0.00       3/3           std::operator==(std::thread::id, std::thread::id) [101]
-----------------------------------------------
